name,phone,email,mc,dot,street,state,city,dot_apply_date,mc_appy_date,mc_grant_date,power_unit,driver_total,mcs_file_date
AAA TRANS LLC,(602) 518-7277,AAATRANSLLC21@GMAIL.COM,1311963,3724053,3130 N 126TH DR,AZ,AVONDALE,16-SEP-21,09/21/2021,20211007,1,1,12-OCT-21
MICHAEL G LOGISTICS LLC,(623) 999-6595,MICHAELGLOGISTICS@ICLOUD.COM,1312017,3724126,12594 W STEED RDG,AZ,PEORIA,16-SEP-21,09/21/2021,20211007,1,1,19-OCT-21
HARVEYS WAY TOWING,(602) 300-3775,HARVEYSWAYTOWING@GMAIL.COM,1109842,3427894,18676 N SMITH DR,AZ,MARICOPA,13-MAY-20,12/06/2021,20211222,2,8,01-DEC-21
NORTH RIVER TRUCKING LLC,(520) 349-2439,NORTHRIVERENERGY@ME.COM,1212463,3585256,"1846 E INNOVATION PARK DR, STE 100",AZ,ORO VALLEY,10-MAR-21,03/15/2021,20211222,4,1,27-APR-21
MRT MADE RARE TRUCKING LLC,(312) 752-5430,MADERARETRUCKING@GMAIL.COM,1215764,3590173,1801 N 83RD AVE APT 2108,AZ,PHOENIX,16-MAR-21,03/19/2021,20211222,1,1,23-NOV-21
MADISON AVE INC,(760) 315-0907,MADISONAVENUE1117@GMAIL.COM,1222305,3564231,400 S MAIN ST,AZ,YUMA,04-FEB-21,04/01/2021,20211222,1,1,17-DEC-21
ROMAN'S LOGISTICS LLC,(707) 615-2404,ROMANSTRUCKING14@GMAIL.COM,1276068,3675294,115 E COUNTY 22ND ST UNIT 24,AZ,SAN LUIS,09-JUL-21,07/14/2021,20211222,1,1,14-DEC-21
KTK LOGISTICS LLC,(480) 228-0301,KIRK.SANDERS22@GMAIL.CM,1338622,3760583,2285 E CHANDLER HEIGHTS RD,AZ,CHANDLER,08-NOV-21,11/12/2021,20211222,1,1,08-NOV-21
PROFESSIONAL POWER ONLY LLC,(971) 220-4449,LEYDERMESTRIL@GMAIL.COM,1338878,3760938,7202 N 36TH LN,AZ,PHOENIX,08-NOV-21,11/12/2021,20211222,1,4,08-NOV-21
JAYS TRUCKING MOVING AND HAULING LLC,(602) 592-0772,JAVARISHILL78@GMAIL.COM,1348250,3773775,1412 E POWELL WAY,AZ,CHANDLER,01-DEC-21,12/06/2021,20211222,1,4,01-DEC-21
EZ LOGISTICS SOLUTIONS LLC,(619) 889-5705,A_DODS18@YAHOO.COM,1348286,3773812,16070 E COUNTY 3RD ST,AZ,YUMA,01-DEC-21,12/06/2021,20211222,1,1,01-DEC-21
JC & R SERVICES LLC,(480) 809-2909,YADHY89@HOTMAIL.COM,1124831,3453209,1616 E MAIN ST STE 120,AZ,MESA,13-JUL-20,08/06/2021,20210820,1,1,16-JUL-21
PHENOM GLOBAL LLC,(602) 918-1393,PHENOMGLO@GMAIL.COM,1166797,3518147,4626 N 16TH ST,AZ,PHOENIX,08-NOV-20,11/12/2020,20210820,1,1,09-SEP-21
VALLEY TRAVELERS SOCIAL EXPLORATION INC,(602) 875-7272,WECARE@VALLEYTRAVELERS.COM,1260657,2954674,2030 W BASELINE RD #182-222,AZ,PHOENIX,14-DEC-16,06/15/2021,20210820,6,2,10-JUN-21
EM TRUCKING LLC,(480) 560-6204,MELREESHAGRICE@YAHOO.COM,1278352,3678425,290 E ROOSEVELT ST APT 509,AZ,PHOENIX,13-JUL-21,07/16/2021,20210820,2,2,13-JUL-21
VA TRANSPORT LLC,(520) 595-6350,VATRANSPORT21@GMAIL.COM,1284942,3687290,2272 N ESCUELA VW,AZ,NOGALES,26-JUL-21,07/29/2021,20210820,1,1,26-JUL-21
TRIPLE B FARMS LLC,(520) 709-1274,JSTEPHENS68@OUTLOOK.COM,1286877,3247625,25 N COLORADO ST,AZ,CASA GRANDE,19-FEB-19,08/04/2021,20210820,3,4,30-JUL-21
GUADALUPE SALAZAR,(520) 281-9842,RAZALASTRUCKINGAZ@GMAIL.COM,1287643,3363068,2737 N GRAND AVE STE B,AZ,NOGALES,27-NOV-19,08/04/2021,20210820,1,1,30-JUL-21
ABSOLUTE MOTORSPORTS LLC,(480) 562-7394,TAYLORHATE00@YAHOO.COM,1287837,3691195,1474 W MONTOYA LN,AZ,PHOENIX,31-JUL-21,08/04/2021,20210820,1,1,04-AUG-21
TOMAS G ARROYO JR,(559) 707-3540,ARROWMOTORTRANS@GMAIL.COM,1187990,2892329,17576 S AVE 3 3/4 E,AZ,YUMA,19-MAY-16,01/19/2021,20210311,2,1,12-JAN-21
TOMAS G ARROYO JR,(559) 707-3540,ARROWMOTORTRANS@GMAIL.COM,1187990,3507109,17576 S AVENUE 3 3/4 E,AZ,YUMA,19-OCT-20,01/19/2021,20210311,1,1,19-OCT-20
EVA TRANSPORTATION LLC,(714) 907-7196,TRANSPORTATIONEVA@GMAIL.COM,1189301,3551090,6944 W HARCUVAR DR,AZ,TUCSON,15-JAN-21,01/21/2021,20210311,1,1,12-OCT-21
PRESTIGE TRUCK LINES LLC,(480) 209-6022,IBRAHIMCADE@ICLOUD.COM,1196460,3561718,11885 W MCDOWELL RD APT 1048,AZ,AVONDALE,02-FEB-21,02/05/2021,20210311,1,1,02-FEB-21
SILA TRUCKING LLC,(480) 228-8371,SILA.TRUCKING@YAHOO.COM,1197349,3562959,3338 E VINEYARD RD,AZ,PHOENIX,03-FEB-21,02/08/2021,20210311,1,1,10-MAR-21
TUCSON DELIVERIES LLC,(520) 395-5160,WILLYSERRANO246@GMAIL.COM,1203897,3497870,21554 W SONORA ST,AZ,BUCKEYE,02-OCT-20,02/23/2021,20210311,10,2,12-JAN-22
RIGHT WAY LOGISTICS LLC,(520) 340-7801,OFFICE@RIGHTWAYLOG.COM,1217957,3047924,23025 N 15TH AVENUE UNIT 201 ROOM 3,AZ,PHOENIX,13-SEP-17,03/24/2021,20210512,1,1,25-OCT-21
FLORES RYAN EXPEDITORS LLC,(602) 501-9588,JDR801@MSN.COM,1231290,3612966,2929 E MAIN ST LOT 242,AZ,MESA,15-APR-21,04/20/2021,20210512,1,2,17-DEC-21
A O TRUCKING LLC,(520) 612-6149,DAVIDAUSTIN855@GMAIL.COM,1234154,3617069,2101 S AMIGO AVE,AZ,TUCSON,21-APR-21,04/26/2021,20210512,1,1,21-APR-21
R&D TRUCKING LLC,(520) 668-5127,DAVIDRANDDTRUCKING@GMAIL.COM,1234195,3617144,3528 E ANDRADA RD,AZ,VAIL,21-APR-21,04/26/2021,20210512,1,1,20-AUG-21
B & N TRANSPORT LLC,(928) 388-9961,BNTRANSPORT2019@GMAIL.COM,1051903,3311320,2810 W 27TH LN,AZ,YUMA,16-JUL-19,01/13/2021,20210129,1,1,04-MAY-21
EDOTRUCKING LLC,(480) 818-2895,EDOTRUCKINGLLC@YAHOO.COM,1118621,3442832,1329 E HELENA DR,AZ,PHOENIX,19-JUN-20,01/15/2021,20210129,1,2,21-DEC-21
ARAD TRANSPORT LLC,(623) 206-0010,MARCELCORNICIUC@AOL.COM,1159365,3506724,6945 W JUNIPER AVE,AZ,PEORIA,19-OCT-20,01/14/2021,20210129,1,1,06-APR-21
HIGHLINE TRUCKING LLC,(928) 515-4250,HIGHLINEAZ1@GMAIL.COM,1172960,3527302,16300 CROSSROADS RANCH RD,AZ,PRESCOTT,25-NOV-20,12/01/2020,20210129,1,3,16-JUN-21
C & K ENTERPRISES ARIZONA INC,(928) 763-9889,CARLFERRS62@GMAIL.COM,1175415,3519855,1429 E GARDNER RD,AZ,FORT MOHAVE,11-NOV-20,12/09/2020,20210129,5,4,11-NOV-20
C & K ENTERPRISES ARIZONA INC,(928) 763-9889,CARLFERRIS62@GMAIL.COM,1175415,3530861,1429 E GARDNER RD,AZ,FORT MOHAVE,04-DEC-20,12/09/2020,20210129,3,1,27-DEC-21
RAPID LOGISTICS SERVICES LLC,(520) 861-3081,STUMARSH45@GMAIL.COM,1180536,3449811,26610 S PEARTREE DR,AZ,SUN LAKES,07-JUL-20,01/15/2021,20210129,1,1,19-JAN-21
KPN TRUCKING LLC,(602) 434-6360,KARLAB2128@GMAIL.COM,1182292,3540991,2920 N 47TH AVE,AZ,PHOENIX,28-DEC-20,12/31/2020,20210129,1,1,28-DEC-20
GLACIER RIDGE ENTERPRISES LLC,(480) 408-1244,EAP.GRDF@YAHOO.COM,1331266,3750718,20025 N 20TH ST UNIT 148,AZ,PHOENIX,25-OCT-21,10/28/2021,20211228,1,1,29-OCT-21
BK TRANSPORT AND DELIVERY LLC,(602) 888-7508,BKTRANSPORTANDDELIVERY@GMAIL.COM,1344271,3768325,5960 W BUCKEYE RD,AZ,PHOENIX,19-NOV-21,11/24/2021,20211228,1,1,19-NOV-21
H&H FREIGHT N CARGO LLC,(520) 271-0388,HHFNC4@GMAIL.COM,1345357,3769947,41289 W RIO BRAVO DR,AZ,MARICOPA,22-NOV-21,11/26/2021,20211228,1,1,08-DEC-21
ARIZONA QUAIL HOTSHOT LLC,(602) 803-1255,SERGIO.MORENORAMIREZ52@YAHOO.COM,1347575,3772876,22029 N 29TH DR,AZ,PHOENIX,29-NOV-21,12/02/2021,20211228,1,1,28-DEC-21
TVR FREIGHT LLC,(602) 663-8465,TVRFREIGHT@GMAIL.COM,1348409,2509239,5762 W GOLDEN LN,AZ,GLENDALE,23-MAY-14,12/07/2021,20211228,2,1,17-JAN-22
P'S TRANSPORTATION LLC,(480) 643-0026,PHARAOHPICKETT18@GMAIL.COM,1349532,3765971,969 E INDIAN WELLS PL,AZ,CHANDLER,16-NOV-21,12/08/2021,20211228,1,1,03-DEC-21
LASTRE SINOTRUCK LLC,(602) 373-1465,DAYRONLASTRE58@GMAIL.COM,1351044,3777541,8330 N 19TH AVE APT 1029,AZ,PHOENIX,07-DEC-21,12/10/2021,20211228,1,1,31-DEC-21
CLA TRUCKING LLC,(562) 688-2888,CLATRUCKINGG@GMAIL.COM,1179042,3536231,3003 N CENTRAL AVE STE 1070,AZ,PHOENIX,15-DEC-20,12/18/2020,20210216,3,2,18-JAN-22
DUANNY TRUCKING LLC,(602) 570-5276,DUANNYTODIAZ@YAHOO.COM,1189508,3551423,2121 W ROYAL PALM RD APT 2015,AZ,PHOENIX,15-JAN-21,01/21/2021,20210216,1,1,20-JAN-22
YENOM REGIONAL TRANSPORTATION LLC,(602) 488-8219,SOCCRADZ169@GMAIL.COM,1190840,3553380,9413 W HIGHLAND AVE,AZ,PHOENIX,19-JAN-21,01/22/2021,20210216,1,1,01-FEB-21
NEW ERA TRANSPORT LLC,(928) 727-1491,CORRIEADAMS@ME.COM,1011635,3228310,4236 N CONCHO RD,AZ,GOLDEN VALLEY,03-JAN-19,05/26/2021,20210611,1,1,05-OCT-21
IRA'S MARATHON TRUCKING LLC,(602) 315-8581,IRASMARATHON@GMAIL.COM,1039474,3285380,"9375 E SHEA BLVD, SUITE 100",AZ,SCOTTSDALE,10-MAY-19,05/28/2021,20210611,1,1,25-NOV-20
JNP SPECIALIZED LLC,(209) 600-9473,JNPSPECIALIZED@GMAIL.COM,1081020,3371639,4164 COLT DR,AZ,LAKE HAVASU CITY,18-DEC-19,05/27/2021,20210611,1,1,15-OCT-21
GUMBAZ INC,(602) 317-0302,SAYDULLO9806@GMAIL.COM,1139508,3476378,2739 W LAMAR RD,AZ,PHOENIX,25-AUG-20,08/28/2020,20210611,1,1,21-JUN-21
RTR TRANSPORTATION LLC,(520) 704-3712,RTRTRANSPORTATION741@GMAIL.COM,1180443,3538320,8402 W CALLE SANCHO PANZA,AZ,TUCSON,18-DEC-20,12/23/2020,20210611,1,1,29-APR-21
LOAIZA INSTALLATION SERVICES LLC,(480) 669-3053,CESARLOAIZA29@GMAIL.COM,1226398,3389009,485 S WATSON RD SUITE 103-429,AZ,BUCKEYE,30-JAN-20,04/09/2021,20210611,1,1,06-APR-21
CARING ARMS TRANSPORTATION LLC,(610) 656-1718,LCOLLIERRN@YAHOO.COM,1231208,3612838,10720 W INDIAN SCHOOL RD STE 19,AZ,PHOENIX,15-APR-21,04/20/2021,20210611,1,1,02-SEP-21
JMS CARRIER LLC,(623) 230-8339,EN11261972@GMAIL.COM,1236876,3621030,17235 W ELAINE DR,AZ,GOODYEAR,26-APR-21,04/29/2021,20210611,1,1,26-APR-21
CHAPARRAL TRUCKING LLC,(928) 488-7607,LUNA110104@AOL.COM,1237700,3622149,603 N FIGUEROA DR,AZ,SAN LUIS,27-APR-21,04/30/2021,20210611,1,2,27-APR-21
TRINITY LAND DEVELOPMENT LLC,(928) 208-7805,GREG@TRINITYLANDAZ.COM,1240301,2426504,914 BELLA VISTA DRIVE,AZ,LAKE HAVASU CITY,01-AUG-13,05/06/2021,20210611,4,2,17-NOV-21
WALLACE TRUCKING LLC,(520) 340-1299,WALLACETRUCKING@YAHOO.COM,1240953,2384595,1517 E FONTANA DR,AZ,CASA GRANDE,06-MAR-13,05/14/2021,20210611,1,2,06-OCT-21
REELI TRANSPORT LLC,(520) 405-9922,REELITRANSPORT@GMAIL.COM,1250747,3640489,250 N ARCADIA AVE APT 704,AZ,TUCSON,21-MAY-21,05/26/2021,20210611,1,1,21-MAY-21
JIL LLC,(561) 325-4257,SALVATOREGM@YAHOO.COM,1251391,3641329,1505 N COUNTRY CLUB DR APT 232,AZ,MESA,23-MAY-21,05/26/2021,20210611,1,1,28-MAY-21
BOMBO TRUCKING LLC,(224) 436-5898,MJTRUCKINGCO@YAHOO.COM,1252659,3643026,7315 W EMILE ZOLA AVE,AZ,PEORIA,25-MAY-21,05/28/2021,20210611,1,1,30-OCT-21
LEGACY 5 STAR LOGISTICS LLC,,LEGACY5STARLOGISTICS@GMAIL.COM,1252730,3643124,10720 WEST INDIAN SCHOOL ROAD STE 19,AZ,PHOENIX,25-MAY-21,05/28/2021,20210611,1,4,25-MAY-21
EMPIRE GLOBAL LLC,(732) 720-3600,EMPIREGLOBALAZ@GMAIL.COM,1174354,3529277,3707 E SOUTHERN AVE,AZ,MESA,01-DEC-20,12/04/2020,20210202,1,1,26-JUL-21
S & A HOTSHOT LLC,(480) 825-8657,IVONETSERGIO1989@GMAIL.COM,1186898,3547595,24250 N 23RD AVE UNIT 3176,AZ,PHOENIX,11-JAN-21,01/14/2021,20210202,1,1,02-APR-21
JUST TRUCKIN LLC,(623) 499-4267,EDDIE.MCLAURIN72@GMAIL.COM,1187751,3548847,2305 N BULLMOOSE DR,AZ,CHANDLER,12-JAN-21,01/15/2021,20210202,1,2,12-JAN-21
MANDO'S TRANSPORT LLC,(480) 271-5044,MARTINEZARMANDO34@YAHOO.COM,1048566,3012387,21751 W COCOPAH ST,AZ,BUCKEYE,26-MAY-17,06/01/2021,20211214,1,1,24-MAY-21
J TRANSPORTATION LLC,(520) 336-1748,JTRANSPORTATION076@GMAIL.COM,1342701,3766148,1610 S VAN BUREN AVE,AZ,TUCSON,16-NOV-21,11/19/2021,20211214,1,1,16-NOV-21
GARDNER LOGISTICS LLC,(623) 580-1212,JORGEGARDNER@HOTMAIL.COM,1298962,3706334,1556 N AMBERBROOKE AVE,AZ,TUCSON,20-AUG-21,08/25/2021,20210929,1,1,20-AUG-21
HAISA TRUCKING LLC,(602) 820-7278,RENECHAVEZ2156968@GMAIL.COM,1302615,3687552,4236 N 72ND LN,AZ,PHOENIX,26-JUL-21,09/01/2021,20210929,1,1,04-OCT-21
J&B TRANSPORTATION LLC,(623) 262-2887,JANETESTRADA357@YAHOO.COM,1303918,3713069,750 N 112TH DR,AZ,AVONDALE,31-AUG-21,09/03/2021,20210929,1,1,19-OCT-21
FREIGHT AWAY LOGISTICS LLC,(562) 201-9191,FR8AWAY@GMAIL.COM,1304764,3714224,9824 W CROWN KING RD,AZ,TOLLESON,01-SEP-21,09/07/2021,20210929,1,1,04-JAN-22
SIMPLY CLEANUP,(480) 442-0413,SCUPLLC@GMAIL.COM,1307301,3717698,482 N SWALLOW LN,AZ,GILBERT,08-SEP-21,09/13/2021,20210929,1,1,15-SEP-21
HCMC TRANSPORTATION LLC,(623) 606-6011,HCMCTRANSPORTATION@GMAIL.COM,1307510,3717947,5201 S 46TH PL,AZ,PHOENIX,08-SEP-21,09/13/2021,20210929,1,1,11-SEP-21
ONYX TRANSPORTATION LLC,(480) 645-1186,OTLLC80@GMAIL.COM,1293136,3698524,2315 W UNION HILLS DR APT 107,AZ,PHOENIX,10-AUG-21,08/13/2021,20211006,1,1,26-OCT-21
LORO ROJO TRANSPORT LLC,(520) 350-8681,LORO@TCSPHOENIX.COM,1297172,3703949,3603 S BURRIS RD,AZ,CASA GRANDE,18-AUG-21,08/23/2021,20211006,1,1,18-AUG-21
DIAMOND HAULING LLC,(623) 432-4173,DIAMONDDEVELOPMENTDESIGN@GMAIL.COM,1300399,3708294,5139 N 187TH LN,AZ,LITCHFIELD PK,24-AUG-21,08/27/2021,20211006,1,2,31-AUG-21
DMT TRUCKING LLC,(623) 760-2037,DMTTRUCKING21@GMAIL.COM,1311655,3723632,10439 W MOHAVE ST,AZ,TOLLESON,15-SEP-21,09/20/2021,20211006,1,1,15-SEP-21
RAM LOGISTICS LLC,(480) 244-8413,ROLANDO@RAM-LOGISTICS.COM,946328,2831581,1225 E KNIGHT LN,AZ,TEMPE,10-DEC-15,09/20/2021,20211006,8,15,29-DEC-21
RED ROCK RECOVERY AND LOGISTICS INC,(313) 330-8764,JIM@REDROCKOFFROAD.NET,1339147,3761288,3326 E TURQUOISE AVE,AZ,PHOENIX,09-NOV-21,11/15/2021,20211217,1,2,09-NOV-21
J&L TRANSIT LLC,(520) 233-8171,JACKDEPEW@YAHOO.COM,1346519,3771577,2812 E LANTANA DR,AZ,CHANDLER,26-NOV-21,12/01/2021,20211217,1,1,24-JAN-22
MERCY SERVICES 144 LLC,(602) 531-3375,LARAYWHITE@MERCYSERVICES144.COM,1346871,3771752,431 W LINCOLN AVE,AZ,COOLIDGE,26-NOV-21,12/01/2021,20211217,1,1,02-DEC-21
GABA TRANSPORTATION LLC,(520) 661-5705,RBGCIA11@ICLOUD.COM,1325614,3730065,1811 W WHITE OAK CT,AZ,TUCSON,24-SEP-21,10/15/2021,20211229,1,1,22-DEC-21
D S S TRUCKING LLC,(623) 337-7646,JUANFLORES1074@HOTMAIL.COM,1325626,3742873,5015 W WELDON AVE,AZ,PHOENIX,13-OCT-21,10/18/2021,20211229,1,1,13-OCT-21
VAGABOND FREIGHT MANAGEMENT LLC,(928) 899-8290,VAGABONDFMLLC@OUTLOOK.COM,1327275,3745174,958 W ROAD 1 N,AZ,CHINO VALLEY,16-OCT-21,10/20/2021,20211229,1,1,21-DEC-21
PAUMIER TRUCK LLC,(602) 422-6202,RANCELPAUMIER@YAHOO.COM,1338803,3760835,3610 W PEORIA AVE,AZ,PHOENIX,08-NOV-21,11/12/2021,20211229,1,1,13-JAN-22
RYBR LLC,(708) 928-3580,RYBRLLC@GMAIL.COM,1344590,3768786,742 E GARNET,AZ,MESA,19-NOV-21,11/24/2021,20211229,1,1,06-DEC-21
MOE LOGISTICS LLC,(602) 849-2541,OUTTERSPACEKIDD1@GMAIL.COM,1344646,3768866,7710 N 12TH ST APT 12,AZ,PHOENIX,20-NOV-21,12/02/2021,20211229,1,1,18-DEC-21
CAULTON TRANSPORTATION LLC,(773) 998-8102,CAULTONTRANSPORTATION@GMAIL.COM,1348127,3773602,2547 WEST LYNNE LANE,AZ,PHOENIX,30-NOV-21,12/03/2021,20211229,0,4,30-NOV-21
AB ENTERPRISE LLC,(602) 284-4020,ADMIN@ABENTERPRISELLC.COM,1348345,3773881,1846 E INNOVATION PARK DR STE 100,AZ,ORO VALLEY,01-DEC-21,12/06/2021,20211229,1,1,22-DEC-21
WHITING TRANSPORTATION LLC,(602) 315-5097,WHITINGTRANSPORTATION@GMAIL.COM,1282381,3650289,1304 S 105TH PLACE APT 1077,AZ,MESA,04-JUN-21,07/26/2021,20211020,1,1,09-JUL-21
UNIVERSAL TRUCKING LLC,(360) 649-3471,SINCLAIR.YUNEIQUE@GMAIL.COM,1291202,3695858,12185 W FLANNAGAN ST,AZ,AVONDALE,06-AUG-21,08/11/2021,20211020,1,1,20-AUG-21
REGNAL TRUCKING LLC,(623) 388-1921,SALES@REGNALTRUCKINGLLC.COM,1311725,3723724,4151 E HANCOCK DRIVE,AZ,PHOENIX,16-SEP-21,09/21/2021,20211020,3,3,16-SEP-21
YOUSIF LLC,(520) 730-8947,SALAMTEMEN11980@GMAIL.COM,1315930,3729480,7122 E EASTLAND ST,AZ,TUCSON,23-SEP-21,09/28/2021,20211020,1,1,05-NOV-21
SALT RIVER HOTSHOTS LLC,(541) 420-0336,SALTRIVERHOTSHOTS@GMAIL.COM,1317193,3731207,21266 W HILLCREST BLVD,AZ,BUCKEYE,27-SEP-21,09/30/2021,20211020,1,1,12-NOV-21
HOOKER TOWING & TRANSPORT LLC,(208) 404-3812,HOOKERTOWTRANSPOT@GMAIL.COM,1318718,3733324,3295 E HEARNE AVE,AZ,KINGMAN,29-SEP-21,10/04/2021,20211020,2,1,03-JAN-22
AP TRUCKING LLC,(406) 969-8999,ALEXORTLOPEZ@GMAIL.COM,1287150,3690283,5675 N CAMINO ESPLENDORA APT 8148,AZ,TUCSON,29-JUL-21,08/03/2021,20210831,1,1,29-JUL-21
VDL TRUCKING LLC,(253) 617-5155,VDLTRUCKING79@GMAIL.COM,1312362,3724600,6825 S 7TH ST #90362,AZ,PHOENIX,16-SEP-21,09/21/2021,20211104,1,1,21-JAN-22
SERVI FLASH TRANSPORT LLC,(602) 828-7709,ALEYANI2010@GMAIL.COM,1326477,3744053,709 E ROSEMONTE DR,AZ,PHOENIX,14-OCT-21,10/19/2021,20211104,1,4,21-OCT-21
5PS TRUCK LINES LLC,(520) 223-6975,PMASCARENO14@GMAIL.COM,1237837,3622350,299 GRAMA CT,AZ,RIO RICO,27-APR-21,04/30/2021,20210713,1,1,27-APR-21
DUARTE TRANSPORT LLC,(602) 910-0681,DJDUARTEMORALES@YAHOO.COM,1253496,3644196,12214 W SUPERIOR AVE,AZ,TOLLESON,26-MAY-21,06/01/2021,20210713,1,1,26-MAY-21
FLY BY NIGHT TRANSPORTATION LLC,(928) 916-3866,MADEWELLBJ@GMAIL.COM,1261153,3654762,42796 LA POSA RD,AZ,BOUSE,10-JUN-21,06/15/2021,20210713,1,1,13-JUL-21
IN & OUT INTERCHANGE LLC,(602) 376-4406,JACKGAMBLEJR@GMAIL.COM,1262069,3656041,17558 W BRIDGER ST,AZ,SURPRISE,12-JUN-21,06/16/2021,20210713,1,1,30-JUL-21
NBMS LLC,(480) 111-1111,MOVINGSOLUTIONS2020@GMAIL.COM,1262843,3656946,6757 W CHARTER OAK RD,AZ,PEORIA,14-JUN-21,06/17/2021,20210713,1,7,14-JUN-21
SUNRISE TRANSPORTATION LOGISTICS LLC,(415) 877-0134,SIMMERSARANG@GMAIL.COM,1033253,3267809,1627 E REDFIELD RD,AZ,GILBERT,02-APR-19,08/23/2021,20210909,2,2,16-DEC-21
STEVENSON TRUCKING LLC,(623) 255-0104,INTRICATE4U@GMAIL.COM,1297664,3704638,16179 W YAVAPAI ST,AZ,GOODYEAR,18-AUG-21,08/23/2021,20210909,1,1,26-AUG-21
VH TRUCKING LLC,(602) 989-2757,VHHARVESTING@GMAIL.COM,1248897,3297762,41940 W CHAMBERS CT,AZ,MARICOPA,10-JUN-19,05/21/2021,20210823,2,2,08-OCT-20
VH TRUCKING LLC,,VHTRUCKING10@GMAIL.COM,1248897,3637833,33355 W BARNES RD,AZ,STANFIELD,18-MAY-21,05/21/2021,20210823,25,14,12-JUL-21
IMPERIO TRANSPORTATION LLC,(480) 938-4770,IMPERIOTRANSPORTATION@GMAIL.COM,1254663,3645767,4750 E UNION HILLS DR # 2095,AZ,PHOENIX,28-MAY-21,06/03/2021,20210823,1,1,23-AUG-21
MARIN AND KENIA LLC,(602) 369-8611,MARINKENIA2021@GMAIL.COM,1258232,3650686,4519 W MYRTLE AVE,AZ,GLENDALE,06-JUN-21,06/09/2021,20210823,1,1,06-JUN-21
GREATER VALLEY TRANSPORT LLC,(216) 246-1955,GVTHAULING@GMAIL.COM,1258512,3651101,17955 W SUNNYSLOPE LN,AZ,WADDELL,07-JUN-21,06/10/2021,20210823,1,1,03-DEC-21
CC & AL LLC,(623) 888-9393,CCALCCAL609@GMAIL.COM,1286327,3689160,5002 W ORAIBI DR,AZ,GLENDALE,28-JUL-21,08/02/2021,20210823,1,1,23-SEP-21
ART ASSET ADJUSTERS LLC,(800) 550-7122,KCAMPING@ARTASSETADJUSTERS.COM,1169442,3522084,4205 W GLENROSA AVE,AZ,PHOENIX,16-NOV-20,11/19/2020,20210223,137,137,16-NOV-20
PEBS LOGISTICS LLC,(602) 316-4735,RAYOSOSA60@GMAIL.COM,1194234,3558377,35431 N 7TH ST,AZ,PHOENIX,27-JAN-21,02/01/2021,20210223,1,1,10-NOV-21
MOLINA'S HOTSHOT LLC,(520) 891-1639,B_TITO1@YAHOO.COM,1209452,3580774,3490 W AVENIDA SOMBRA,AZ,TUCSON,03-MAR-21,03/08/2021,20210408,1,1,03-MAR-21
LCRM LLC,(602) 451-4932,LUISCARLOSRUIZMARQUEZ@GMAIL.COM,1216133,3080902,7913 S 63RD DR,AZ,LAVEEN,27-DEC-17,03/23/2021,20210408,1,1,14-FEB-21
2MJ LOGISTICS LLC,(646) 228-2257,2MJLOGISTICS@PROTONMAIL.COM,1217219,3560914,42861 N VOYAGE TRL,AZ,PHOENIX,01-FEB-21,03/23/2021,20210408,1,2,18-MAR-21
JV & SON'S TRANSPORT LLC,(323) 542-1372,JV.SONS05@GMAIL.COM,1217276,3592405,7850 W MCDOWELL RD APT 2106,AZ,PHOENIX,18-MAR-21,03/23/2021,20210408,1,1,18-MAR-21
CAMARGOS TRANSPORTATION LLC,(602) 247-1130,JUANCAMARGO2121@HOTMAIL.COM,1040778,3288124,3719 S 71ST LN,AZ,PHOENIX,16-MAY-19,10/08/2021,20211026,1,1,13-OCT-21
BIGCHO TRANSPORTATION LLC,(925) 956-3545,RICOMCNEAL925@GMAIL.COM,1174457,3529445,42777 W KRISTAL LN,AZ,MARICOPA,01-DEC-20,12/04/2020,20211026,1,1,04-OCT-21
US RIGGS LLC,(602) 599-4588,E.WALKERJY@YAHOO.COM,1212602,3584840,7305 S 56TH LN,AZ,LAVEEN,09-MAR-21,03/15/2021,20211026,1,2,06-OCT-21
ANAYA TRANSPORT LLC,(602) 715-9757,ANAYATRANSPORTLLC68@GMAIL.COM,1278845,3679087,8413 W MOHAVE ST,AZ,TOLLESON,14-JUL-21,07/19/2021,20211026,1,1,14-JUL-21
PANCHOS TRUCKING AND LOGISTICS LLC,(602) 420-3586,PANCHOSTRUCKINGANDLOGISTICS@GMAIL.COM,1305553,3715331,5618 WEST MINTON AVENUE,AZ,LAVEEN,02-SEP-21,09/08/2021,20211026,1,1,02-SEP-21
HANQ TRUCKING LLC,(602) 315-6308,HANQTRUCKING@GMAIL.COM,1321691,3737425,6421 W RIVIERA DR,AZ,GLENDALE,05-OCT-21,10/08/2021,20211026,2,4,05-OCT-21
HURTADO TRUCKING LLC,(520) 965-8743,HURTADOMIGUEL2952@GMAIL.COM,1262871,3657326,941 W ACADIA DR,AZ,TUCSON,14-JUN-21,06/17/2021,20210830,2,2,27-OCT-21
KND TRUCKING LLC,(520) 272-5054,KNDTRUCKING05@GMAIL.COM,1271196,3639543,742 W NEBRASKA ST,AZ,TUCSON,20-MAY-21,07/02/2021,20210830,1,2,04-AUG-21
R & J TRUCKING AND LOGISTICS LLC,(520) 637-4765,R.JTRUCKINGANDSERVICES@GMAIL.COM,1288476,3692088,43926 W COLBY DR,AZ,MARICOPA,02-AUG-21,08/05/2021,20210830,1,1,31-OCT-21
